,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level,name
3192,2,4,1,-5,2,-4,17,16,7,6,9,5,0,9,5.5,7,0.0,0,0,0,Pathfinder Monster Core,1,Hunting Spider
3209,4,3,5,2,3,5,25,135,16,14,16,16,1,18,18.0,0,0.0,5,26,18,Pathfinder Monster Core,7,Kanya
3211,2,2,0,0,3,0,19,45,8,8,6,10,1,10,6.5,0,0.0,2,22,10,Pathfinder Monster Core,3,Kholo Bonekeeper
3226,6,5,1,3,5,3,28,155,20,15,21,19,1,21,18.0,21,18.0,4,26,18,Pathfinder Monster Core,9,Leukodaemon
3225,6,9,6,4,6,6,39,255,32,30,33,32,1,32,37.0,0,0.0,6,38,30,Pathfinder Monster Core,16,Lesser Death
3224,3,4,2,-4,1,-2,18,30,7,8,10,5,0,10,6.5,0,0.0,0,0,0,Pathfinder Monster Core,2,Leopard
3223,-1,2,2,-2,2,1,18,15,4,6,6,4,1,3,3.5,6,3.5,3,14,6,Pathfinder Monster Core,0,Leaf Leshy
3222,4,1,3,0,3,2,23,64,11,12,8,12,1,13,13.5,11,7.5,3,20,12,Pathfinder Monster Core,5,Lawbringer Warpriest
3221,5,1,3,-2,1,-2,20,60,9,11,9,9,0,13,14.0,11,13.5,0,0,0,Pathfinder Monster Core,4,Larval Ofalth
3220,6,3,2,1,3,3,24,95,13,12,15,15,1,17,13.5,0,0.0,4,25,17,Pathfinder Monster Core,6,Lamia
3219,6,4,3,3,3,6,27,135,15,13,18,17,1,19,17.0,0,0.0,4,28,20,Pathfinder Monster Core,8,Lamia Matriarch
3218,6,3,6,-4,2,0,26,150,16,20,17,14,0,20,18.0,0,0.0,0,0,0,Pathfinder Monster Core,8,Krooth
3217,9,4,9,5,6,5,42,360,34,35,28,32,1,37,33.5,0,0.0,8,40,32,Pathfinder Monster Core,18,Kraken
3216,1,3,-1,0,1,1,16,7,3,3,7,3,0,5,4.5,5,2.5,0,0,0,Pathfinder Monster Core,-1,Kobold Warrior
3215,0,4,1,0,3,1,16,16,8,5,9,6,0,9,3.5,9,4.5,0,0,0,Pathfinder Monster Core,1,Kobold Scout
3214,2,2,-1,0,1,4,16,20,5,5,6,7,1,6,5.5,0,0.0,1,18,10,Pathfinder Monster Core,2,Kobold Cavern Mage
3213,4,2,2,0,1,0,21,60,10,12,10,8,0,14,10.5,12,7.5,0,0,0,Pathfinder Monster Core,4,Kholo Sergeant
3212,4,3,2,-1,1,0,18,29,7,8,7,7,0,10,6.5,10,3.5,0,0,0,Pathfinder Monster Core,2,Kholo Hunter
3210,8,5,7,5,7,7,40,260,30,30,28,34,1,33,29.0,0,0.0,9,42,32,Pathfinder Monster Core,17,Keketar
3227,0,4,0,6,4,3,31,190,20,17,21,23,1,24,18.0,0,0.0,6,36,26,Pathfinder Monster Core,12,Lich
3191,2,0,2,0,2,3,18,30,8,8,4,8,1,8,9.5,0,0.0,2,18,10,Pathfinder Monster Core,2,Hryngar Taskmaster
3189,1,3,2,3,1,-1,18,20,4,7,8,4,1,4,5.5,8,3.5,2,17,9,Pathfinder Monster Core,1,Hryngar Bombardier
3168,1,2,2,-4,1,-1,15,8,6,5,7,4,0,6,3.5,0,0.0,0,0,0,Pathfinder Monster Core,-1,Guard Dog
3167,4,-2,4,-5,0,-3,17,50,5,11,5,7,0,11,13.5,7,10.5,0,0,0,Pathfinder Monster Core,3,Grothlut
3166,4,1,5,-4,1,-2,17,59,10,12,6,8,0,11,9.5,0,0.0,0,0,0,Pathfinder Monster Core,3,Grizzly Bear
3165,1,3,2,-1,3,0,15,14,5,6,7,5,0,7,4.5,0,0.0,0,0,0,Pathfinder Monster Core,0,Grindylow
3164,8,10,8,5,7,8,47,320,41,37,41,38,1,40,45.0,0,0.0,7,47,37,Pathfinder Monster Core,21,Grim Reaper
3163,8,4,5,2,5,5,36,200,29,28,23,24,0,29,33.5,0,0.0,0,0,0,Pathfinder Monster Core,14,Grikkitog
3162,4,3,3,-4,1,2,21,60,13,13,13,7,0,14,11.0,0,0.0,0,0,0,Pathfinder Monster Core,4,Griffon
3160,-5,5,0,0,2,4,24,75,14,11,18,15,1,18,17.0,0,0.0,2,25,17,Pathfinder Monster Core,7,Greater Shadow
3159,7,4,5,2,5,3,31,200,22,25,24,21,1,24,26.0,0,0.0,7,30,22,Pathfinder Monster Core,11,Greater Nightmare
3158,4,4,3,0,6,4,26,135,16,13,16,19,2,20,15.0,0,0.0,4,26,18,Pathfinder Monster Core,8,Greater Herexen
3155,7,1,6,-2,4,-1,32,235,22,25,19,22,0,25,20.5,23,21.0,0,0,0,Pathfinder Monster Core,12,Great Cyclops
3156,6,2,4,-4,1,-4,21,60,11,12,10,9,0,14,14.5,0,0.0,0,0,0,Pathfinder Monster Core,4,Great White Shark
3157,6,5,5,-2,4,-2,28,150,19,21,19,16,0,21,22.0,0,0.0,0,0,0,Pathfinder Monster Core,9,Greater Hell Hound
3303,3,4,1,-4,2,-1,16,25,8,7,10,6,0,10,8.5,0,0.0,0,0,0,Pathfinder Monster Core,2,Pteranodon
3169,10,2,8,-4,0,-1,43,325,30,38,32,30,1,38,36.0,0,0.0,6,37,29,Pathfinder Monster Core,19,Guthallath
3190,1,3,3,0,2,-2,15,18,4,7,7,4,1,5,3.5,7,4.5,2,12,4,Pathfinder Monster Core,0,Hryngar Sharpshooter
3170,4,8,4,5,6,8,36,240,28,22,25,28,1,30,31.5,0,0.0,6,36,28,Pathfinder Monster Core,14,Gylou
3172,-1,3,1,0,3,1,15,8,8,3,8,5,0,9,1.5,7,4.5,0,0,0,Pathfinder Monster Core,-1,Halfling Street Watcher
3188,5,1,3,2,2,4,28,135,16,16,16,17,0,20,17.0,0,0.0,2,26,18,Pathfinder Monster Core,8,Horned Dragon (Young)
3187,5,1,3,2,2,4,28,135,16,16,16,17,0,20,17.0,0,0.0,3,26,18,Pathfinder Monster Core,8,"Horned Dragon (Young, Spellcaster)"
3186,7,4,5,6,5,6,41,315,30,30,29,32,0,33,31.5,0,0.0,6,39,31,Pathfinder Monster Core,17,Horned Dragon (Ancient)
3185,7,4,5,6,5,6,41,315,30,30,29,32,0,33,31.5,0,0.0,8,39,31,Pathfinder Monster Core,17,"Horned Dragon (Ancient, Spellcaster)"
3184,6,3,3,4,4,5,34,215,22,20,22,23,0,26,25.5,0,0.0,4,32,24,Pathfinder Monster Core,12,Horned Dragon (Adult)
3183,6,3,3,4,4,5,34,215,22,20,22,23,0,26,25.5,0,0.0,5,32,24,Pathfinder Monster Core,12,"Horned Dragon (Adult, Spellcaster)"
3182,-1,3,0,0,1,-2,17,17,3,2,7,3,0,7,2.5,0,0.0,0,0,0,Pathfinder Monster Core,0,Homunculus
3181,3,3,2,0,2,-1,18,20,7,5,6,5,0,8,7.5,8,3.5,0,0,0,Pathfinder Monster Core,1,Hobgoblin Soldier
3180,4,3,2,0,1,2,25,90,13,12,15,13,0,17,14.5,15,11.5,0,0,0,Pathfinder Monster Core,6,Hobgoblin General
3179,2,4,2,0,2,-1,23,50,10,10,12,8,0,12,7.5,14,6.5,0,0,0,Pathfinder Monster Core,4,Hobgoblin Archer
3178,3,3,2,-4,2,0,18,32,8,8,9,6,0,9,6.5,0,0.0,0,0,0,Pathfinder Monster Core,2,Hippogriff
3177,4,1,4,-4,3,1,15,24,6,9,4,6,0,7,7.5,0,0.0,0,0,0,Pathfinder Monster Core,1,Hippocampus
3176,2,2,1,0,4,3,17,30,8,5,8,10,1,10,7.5,0,0.0,1,18,10,Pathfinder Monster Core,2,Herexen
3175,4,3,2,-2,2,-2,17,40,9,9,10,7,0,13,12.0,0,0.0,0,0,0,Pathfinder Monster Core,3,Hell Hound
3173,1,4,1,0,3,3,16,18,10,4,10,7,0,9,3.5,0,0.0,0,0,0,Pathfinder Monster Core,1,Halfling Troublemaker
3171,6,2,3,-4,1,0,21,60,13,12,10,11,0,14,15.0,0,0.0,0,0,0,Pathfinder Monster Core,4,Hadrosaurid
3228,4,3,2,-4,2,-2,18,45,9,9,10,7,0,11,10.5,0,0.0,0,0,0,Pathfinder Monster Core,3,Lion
3174,1,4,0,-1,1,2,21,75,12,9,15,12,0,15,13.0,0,0.0,0,0,0,Pathfinder Monster Core,5,Harpy
3230,7,-5,7,-5,0,-5,14,165,9,18,6,11,0,18,23.0,0,0.0,0,0,0,Pathfinder Monster Core,7,Living Tar
3280,5,3,4,6,4,2,24,100,15,15,14,17,0,16,16.5,0,0.0,1,25,17,Pathfinder Monster Core,7,Omen Dragon (Young)
3279,5,3,4,6,4,2,24,100,15,15,14,17,0,16,16.5,0,0.0,3,25,17,Pathfinder Monster Core,7,"Omen Dragon (Young, Spellcaster)"
3278,8,6,7,9,7,5,38,280,29,27,28,29,0,30,29.0,0,0.0,7,39,31,Pathfinder Monster Core,16,Omen Dragon (Ancient)
3277,8,6,7,9,7,5,38,280,29,27,28,29,0,30,29.0,0,0.0,7,39,31,Pathfinder Monster Core,16,"Omen Dragon (Ancient, Spellcaster)"
3276,7,4,5,7,6,3,30,185,21,20,19,23,0,22,22.5,0,0.0,1,30,22,Pathfinder Monster Core,11,Omen Dragon (Adult)
3275,7,4,5,7,6,3,30,185,21,20,19,23,0,22,22.5,0,0.0,5,30,22,Pathfinder Monster Core,11,"Omen Dragon (Adult, Spellcaster)"
3281,7,6,7,2,4,4,25,395,22,23,21,20,1,25,27.0,23,23.0,5,32,24,Pathfinder Monster Core,12,Omox
3274,5,-1,4,-2,0,-2,17,50,5,11,6,5,0,12,12.5,0,0.0,0,0,0,Pathfinder Monster Core,3,Ogre Warrior
3272,7,0,4,0,1,1,25,130,12,17,12,15,0,19,16.5,0,0.0,0,0,0,Pathfinder Monster Core,7,Ogre Boss
3271,7,3,6,-2,2,-2,31,170,18,22,17,18,0,23,26.0,19,20.0,0,0,0,Pathfinder Monster Core,10,Ofalth
3270,6,3,4,1,3,4,28,190,16,19,16,20,1,21,24.5,0,0.0,5,28,20,Pathfinder Monster Core,9,Nuckelavee
3268,-1,3,1,1,1,3,16,18,6,4,8,6,1,6,1.5,0,0.0,4,16,8,Pathfinder Monster Core,1,Nosoi
3267,7,6,6,6,10,7,46,375,41,34,30,38,1,38,37.0,0,0.0,10,42,34,Pathfinder Monster Core,20,Norn
3266,3,5,4,3,3,5,32,150,19,17,20,20,1,23,22.0,0,0.0,5,29,21,Pathfinder Monster Core,10,Nilith
3273,6,-1,4,-2,0,-2,18,70,6,14,7,6,0,14,12.5,0,0.0,0,0,0,Pathfinder Monster Core,4,Ogre Glutton
3298,4,-2,3,-5,0,-2,13,50,3,6,3,4,0,9,10.5,0,0.0,0,0,0,Pathfinder Monster Core,1,Plague Zombie
3282,4,2,1,-1,1,2,19,32,8,7,6,7,0,10,6.5,0,0.0,0,0,0,Pathfinder Monster Core,2,Orc Commander
3283,3,2,2,0,1,0,14,18,5,5,4,2,0,7,5.5,0,0.0,0,0,0,Pathfinder Monster Core,0,Orc Scrapper
3229,5,-1,4,-2,1,-1,21,90,12,15,8,10,0,16,17.0,0,0.0,0,0,0,Pathfinder Monster Core,5,Living Landslide
3297,-1,5,1,3,2,3,23,40,12,8,14,12,1,13,7.5,13,8.5,2,21,13,Pathfinder Monster Core,4,Pixie
3296,0,2,0,4,1,2,17,29,6,5,7,8,1,6,3.5,0,0.0,2,17,9,Pathfinder Monster Core,3,Pitborn Adept
3295,3,4,3,4,1,3,19,30,11,8,11,7,0,12,7.5,0,0.0,2,18,8,Pathfinder Monster Core,2,Pipefox
3294,6,7,5,7,6,6,36,300,27,27,31,28,1,30,34.0,30,32.0,5,39,31,Pathfinder Monster Core,15,Phoenix
3293,3,4,4,7,5,5,30,150,21,18,18,23,1,23,21.5,0,0.0,7,31,23,Pathfinder Monster Core,10,Phistophilus
3292,-5,4,0,0,5,4,21,45,13,8,12,13,0,14,11.5,14,9.5,0,0,0,Pathfinder Monster Core,4,Phantom Knight
3291,-5,6,1,0,4,6,26,120,18,13,18,16,0,18,17.0,0,0.0,2,28,20,Pathfinder Monster Core,8,Phantom Beast
3290,3,6,3,2,2,0,26,70,16,14,18,11,0,18,10.5,0,0.0,0,0,0,Pathfinder Monster Core,7,Phade
3289,3,4,2,0,2,3,18,55,12,9,11,7,0,10,8.5,0,0.0,0,0,0,Pathfinder Monster Core,3,Pegasus
3288,7,2,6,-5,0,-5,33,195,20,26,20,18,0,26,29.5,0,0.0,0,0,0,Pathfinder Monster Core,12,Paleohemoth
3287,4,3,4,-4,3,0,17,65,10,12,11,7,0,11,11.5,0,0.0,0,0,0,Pathfinder Monster Core,3,Pachycephalosaurus
3286,2,0,3,-5,0,-3,13,20,0,9,6,2,0,8,4.5,0,0.0,0,0,0,Pathfinder Monster Core,0,Ort
3285,7,2,5,-4,3,0,21,75,12,14,11,12,0,13,18.0,0,0.0,0,0,0,Pathfinder Monster Core,5,Orca
3284,4,2,3,-1,1,0,18,23,6,8,7,4,0,7,6.5,0,0.0,0,0,0,Pathfinder Monster Core,1,Orc Veteran
3265,6,3,3,1,4,2,24,100,14,15,15,12,1,16,16.0,0,0.0,7,24,16,Pathfinder Monster Core,6,Nightmare
3264,9,8,9,8,9,8,46,335,37,37,32,35,1,40,39.0,0,0.0,10,42,34,Pathfinder Monster Core,20,Nessari
3269,6,4,3,-5,0,-5,27,150,15,20,19,15,0,22,17.0,0,0.0,0,0,0,Pathfinder Monster Core,9,Noxious Needler
3262,0,5,4,3,4,7,26,100,18,15,18,17,1,18,15.0,18,14.0,3,28,20,Pathfinder Monster Core,7,Naiad Queen
3245,8,2,5,-4,3,-2,27,180,20,21,16,17,0,22,19.0,0,0.0,0,0,0,Pathfinder Monster Core,9,Megalodon
3244,2,5,4,2,1,2,25,105,16,15,16,14,0,18,11.5,19,10.5,0,0,0,Pathfinder Monster Core,7,Medusa
3243,6,3,4,0,3,1,27,150,16,18,13,17,1,20,21.0,20,17.5,5,23,13,Pathfinder Monster Core,8,Marsh Giant
3263,0,3,0,1,1,4,14,20,6,3,6,8,1,8,4.5,8,3.5,1,17,9,Pathfinder Monster Core,1,Naiad
3241,5,2,4,-2,2,-1,23,90,14,16,12,12,0,17,15.0,14,10.5,0,0,0,Pathfinder Monster Core,6,Manticore (Quill Tail)
3240,8,1,5,-4,1,-2,29,190,18,21,15,18,0,22,23.0,0,0.0,0,0,0,Pathfinder Monster Core,10,Mammoth
3239,10,-1,9,-3,-1,-1,40,410,25,36,25,27,0,36,38.0,0,0.0,0,0,0,Pathfinder Monster Core,18,Magma Worm
3238,-2,4,1,1,3,3,17,25,8,4,7,6,1,7,0.5,7,5.0,4,17,9,Pathfinder Monster Core,1,Lyrakien
3237,4,3,4,0,2,1,16,30,10,10,9,6,0,10,9.5,0,0.0,0,0,0,Pathfinder Monster Core,2,Lustspawn
3236,2,2,1,0,4,0,17,30,8,7,6,10,1,8,4.5,0,0.0,1,18,10,Pathfinder Monster Core,2,Lizardfolk Stargazer
3235,2,3,1,-1,3,1,17,17,8,6,8,6,0,8,4.5,8,1.0,0,0,0,Pathfinder Monster Core,1,Lizardfolk Scout
3234,3,2,3,-1,2,0,16,21,7,8,7,5,0,8,5.5,0,0.0,0,0,0,Pathfinder Monster Core,1,Lizardfolk Defender
3233,3,4,2,-2,3,0,22,80,10,11,15,10,0,15,18.0,15,10.0,0,0,0,Pathfinder Monster Core,5,Living Wildfire
3232,3,5,2,-2,1,0,24,50,10,9,16,10,0,14,14.0,0,0.0,0,0,0,Pathfinder Monster Core,5,Living Whirlwind
3231,4,3,3,-2,1,0,20,90,10,14,12,10,0,15,16.0,0,0.0,0,0,0,Pathfinder Monster Core,5,Living Waterfall
3246,7,2,5,-4,1,2,26,150,15,19,16,13,0,21,21.0,0,0.0,0,0,0,Pathfinder Monster Core,8,Megaprimatus
3247,2,4,1,1,1,0,18,19,6,6,9,4,0,9,6.5,0,0.0,0,0,0,Pathfinder Monster Core,1,Merfolk Warrior
3242,5,2,4,-2,2,-1,23,90,14,16,12,12,0,17,12.5,0,0.0,0,0,0,Pathfinder Monster Core,6,Manticore (Scorpion Tail)
3249,6,0,3,-2,2,-1,20,70,12,13,8,10,0,14,12.5,0,0.0,0,0,0,Pathfinder Monster Core,4,Minotaur Hunter
3261,5,2,4,0,5,5,27,175,20,19,15,20,0,21,23.5,0,0.0,0,0,0,Pathfinder Monster Core,9,Mummy Pharaoh
3260,4,0,2,-2,4,2,23,125,16,14,10,16,0,16,18.0,0,0.0,0,0,0,Pathfinder Monster Core,6,Mummy Guardian
3258,6,3,4,0,3,4,26,165,17,18,15,14,1,21,20.0,0,0.0,2,25,17,Pathfinder Monster Core,8,Mountain Oni
3257,8,4,4,3,6,4,38,240,28,25,27,29,1,31,23.0,0,0.0,6,37,29,Pathfinder Monster Core,15,Morrigna
3299,6,7,6,8,9,6,45,335,37,32,31,37,0,36,38.5,0,0.0,10,47,39,Pathfinder Monster Core,20,Pleroma
3300,-5,5,0,-1,2,4,22,55,11,9,14,13,1,0,0.0,13,13.0,2,23,13,Pathfinder Monster Core,5,Poltergeist
3259,9,0,7,-3,3,0,37,300,24,32,23,26,0,32,33.5,0,0.0,0,0,0,Pathfinder Monster Core,15,Mukradi
3255,5,4,3,4,5,6,27,155,20,16,17,20,0,20,15.0,0,0.0,5,27,19,Pathfinder Monster Core,9,Mirage Dragon (Young)
3301,3,5,3,0,2,3,23,50,10,9,13,10,0,13,12.0,0,0.0,0,0,0,Pathfinder Monster Core,4,Poracha
3254,5,4,3,4,5,6,27,155,20,16,17,20,0,20,15.0,0,0.0,5,27,19,Pathfinder Monster Core,9,"Mirage Dragon (Young, Spellcaster)"
3253,7,7,6,6,7,9,41,345,33,28,29,33,0,33,25.5,0,0.0,6,43,35,Pathfinder Monster Core,18,Mirage Dragon (Ancient)
3252,7,7,6,6,7,9,41,345,33,28,29,33,0,33,25.5,0,0.0,8,43,35,Pathfinder Monster Core,18,"Mirage Dragon (Ancient, Spellcaster)"
3251,6,6,5,5,6,8,33,235,25,22,23,25,0,25,22.5,0,0.0,6,35,27,Pathfinder Monster Core,13,Mirage Dragon (Adult)
3256,-1,3,0,-1,1,-1,14,10,4,2,7,4,1,8,1.5,0,0.0,2,16,8,Pathfinder Monster Core,-1,Mitflit
3250,6,6,5,5,6,8,33,235,25,22,23,25,0,25,22.5,0,0.0,6,35,27,Pathfinder Monster Core,13,"Mirage Dragon (Adult, Spellcaster)"
5989,7,5,6,-1,2,1,26,165,14,18,15,13,0,20,22.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,8,Orc Raider
5988,4,7,4,3,6,0,29,155,19,18,23,21,2,22,16.0,21,20.0,3,27,19,Pathfinder #209: Destroyer's Doom,9,Orc Hunter
5987,8,5,5,-3,5,0,30,170,21,21,19,17,0,24,18.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,10,Old Herok
5986,6,4,4,1,1,3,26,135,11,17,16,11,0,19,17.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,8,Nakasha
5984,5,5,2,-4,2,4,22,58,10,9,15,10,0,15,13.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,5,Great Ironbill
5981,1,4,3,7,5,0,28,135,19,16,17,19,2,17,17.0,0,0.0,5,29,21,Pathfinder #209: Destroyer's Doom,10,Death Tower Necromancer
5982,7,3,3,1,6,2,26,120,21,16,16,21,2,21,22.0,0,0.0,5,28,20,Pathfinder #209: Destroyer's Doom,9,Deathless Zealot of Zagresh
5980,7,2,6,-5,4,2,23,140,15,18,12,15,0,18,20.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,7,Bull of Zagresh
5979,7,3,5,3,5,6,32,211,22,21,18,22,0,27,20.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,12,Bugark
5978,6,5,4,-2,4,0,27,155,18,18,20,17,0,21,20.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,9,Bloodwing
5990,7,3,4,0,0,3,23,130,12,15,12,10,0,20,17.0,15,13.0,0,0,0,Pathfinder #209: Destroyer's Doom,7,Orc Spinecracker
5983,7,4,4,2,3,5,31,155,19,21,19,18,0,24,26.5,21,18.5,0,0,0,Pathfinder #209: Destroyer's Doom,10,Graveknight (Umbra)
5991,8,7,5,-4,3,2,31,195,19,21,24,18,0,24,21.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,11,Palpares
5985,8,4,5,0,1,3,32,225,18,21,19,16,0,28,24.0,22,19.0,0,0,0,Pathfinder #209: Destroyer's Doom,11,Molog
5993,9,4,7,-1,0,6,34,295,19,27,21,18,0,28,25.0,0,0.0,7,31,21,Pathfinder #209: Destroyer's Doom,13,The Carcass Man
5994,2,4,0,2,5,7,29,146,24,15,19,21,0,19,23.0,0,0.0,6,30,22,Pathfinder #209: Destroyer's Doom,11,Ungukk Fleshdredge
5995,6,1,5,1,4,6,30,180,19,21,15,20,2,24,21.0,21,18.0,1,29,21,Pathfinder #209: Destroyer's Doom,10,Verthok the Reaper
5996,7,4,6,-5,3,3,27,195,16,21,18,15,0,21,20.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,9,War Auroch
5997,5,9,6,-4,4,3,34,233,26,24,29,23,0,29,27.5,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,13,Warcat of Rull
5998,5,6,3,0,3,2,28,130,16,16,21,12,0,20,17.0,22,16.0,0,0,0,Pathfinder #209: Destroyer's Doom,9,Wingripper Wyvern Rider
5999,7,4,6,0,1,3,26,175,17,16,16,21,2,24,18.0,0,0.0,4,29,21,Pathfinder #209: Destroyer's Doom,10,Yagrekash
5992,5,8,5,1,4,2,31,195,23,20,25,19,0,25,16.0,0,0.0,0,0,0,Pathfinder #209: Destroyer's Doom,11,Paskis Nine-Knives
4811,0,4,0,2,3,5,25,110,18,11,17,16,0,18,11.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,8,Chelaxian Assassin
4812,4,2,0,1,3,4,22,90,13,12,12,15,1,15,15.0,12,5.5,3,23,15,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,6,Chelaxian Cleric
4813,3,2,1,4,4,0,24,99,14,13,14,16,0,18,10.5,0,0.0,4,26,18,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,8,Chelaxian Devilcaster
4814,4,3,2,2,2,3,23,98,14,14,13,12,0,17,17.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,6,Chelaxian Fighter
4815,4,2,0,1,3,4,24,114,15,14,14,17,2,17,17.0,14,7.5,4,25,17,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,8,Chelaxian Hierophant
4816,3,2,1,4,4,0,22,85,12,11,12,14,0,16,10.5,0,0.0,3,24,16,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,6,Chelaxian Mage
4817,0,4,0,2,3,5,24,94,16,10,16,15,0,16,6.5,0,0.0,0,0,0,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,6,Chelaxian Rogue
4819,8,-5,7,-2,0,-5,18,220,12,22,9,18,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,10,Divine Oozeshard
4818,4,3,2,2,2,3,25,122,16,16,15,14,0,19,19.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,8,Chelaxian Weaponmaster
4820,7,-5,7,-2,0,-5,16,180,10,20,7,16,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-07: A God Falls Where Magic Fails,8,Oozeshard
4810,4,-2,3,-5,0,-2,13,50,3,6,3,4,0,9,10.5,0,0.0,0,0,0,Pathfinder Society Scenario #6-06: Rotten Apples,1,Zombie Leshy
4809,4,-2,3,-5,0,-2,15,60,4,8,5,6,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-06: Rotten Apples,2,Zombie Leshy Horde
4808,3,5,1,-1,3,2,22,40,12,9,13,11,0,14,10.5,0,0.0,3,21,13,Pathfinder Society Scenario #6-06: Rotten Apples,4,The Heartwood Rots
4807,2,4,2,-1,2,0,20,30,7,9,11,7,0,11,6.5,11,6.5,3,17,9,Pathfinder Society Scenario #6-06: Rotten Apples,3,Leshy Ghoul
4806,5,3,2,2,4,4,24,65,17,11,14,17,0,14,10.5,0,0.0,3,22,14,Pathfinder Society Scenario #6-06: Rotten Apples,6,Enraged The Heartwood Rots
4805,5,-2,4,-5,1,-2,16,90,5,8,5,6,0,12,21.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-06: Rotten Apples,3,Dread Zombie Leshy
4804,5,-2,4,-5,1,-2,18,90,7,11,8,9,0,0,0.0,0,0.0,0,0,0,Pathfinder Society Scenario #6-06: Rotten Apples,4,Dread Zombie Leshy Horde
4803,3,6,2,-1,3,0,23,52,10,12,14,10,0,14,9.5,14,9.5,3,19,11,Pathfinder Society Scenario #6-06: Rotten Apples,5,Dread Leshy Ghoul
5955,3,2,2,3,4,4,26,130,21,17,15,21,2,19,20.0,0,0.0,5,28,20,"Pathfinder #208: Hoof, Cinder, and Storm",9,Diskah Night Watcher
5954,4,2,2,1,1,5,27,170,17,19,16,17,1,20,17.0,18,13.0,1,25,17,"Pathfinder #208: Hoof, Cinder, and Storm",8,Champion of Zagresh
5953,5,2,3,1,2,0,21,65,14,13,10,10,0,14,12.5,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",4,Blisterwell Warrior
5952,6,1,5,0,4,4,26,110,15,18,14,15,0,18,18.0,15,14.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",7,Blisterwell Oathrisen
5950,0,2,2,5,3,2,22,90,14,11,13,14,2,11,12.0,0,0.0,4,26,16,"Pathfinder #208: Hoof, Cinder, and Storm",7,Azorena
5949,6,2,6,-5,2,2,24,150,12,18,12,12,0,0,0.0,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",7,Aurochs Herd
5951,4,3,3,1,4,3,21,85,15,12,10,15,0,15,12.5,13,9.5,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",5,Blisterwell Gaoler
5956,4,2,5,-4,3,0,24,120,14,18,10,13,0,17,17.0,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",6,Fattened War Pig
5963,6,2,3,0,4,1,27,175,21,17,20,18,0,19,21.5,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",9,Old Marrow
5958,4,2,3,0,1,0,20,50,12,10,9,8,0,12,9.5,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",3,Hold Warrior (Forge)
5977,6,1,2,2,2,4,26,110,16,13,12,13,0,19,15.0,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",8,Zdagren Half-Ear
5976,2,5,2,2,5,1,25,115,18,13,17,15,0,16,12.5,18,14.0,2,24,16,"Pathfinder #208: Hoof, Cinder, and Storm",7,Wight Spell Sniper
5975,4,2,5,-4,3,0,23,110,14,17,12,13,0,17,17.0,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",6,War Pig
5974,5,2,6,-2,0,-2,20,125,11,17,11,7,0,14,14.0,0,0.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",5,Troll
5973,4,6,3,4,3,3,27,100,12,13,19,16,0,20,13.0,20,21.0,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",8,Trighoul
5972,5,2,3,0,2,3,23,70,13,14,10,11,0,15,14.5,13,13.5,0,0,0,"Pathfinder #208: Hoof, Cinder, and Storm",5,Spite-Screamer
